pct_id,numerator,denominator,calc_value,measure_id
00Q,9392,44344,0.21179866498286126,ktt13_nsaids_ibuprofen
00R,8482,45839,0.18503894064006632,ktt13_nsaids_ibuprofen
00X,7234,34778,0.20800506067053884,ktt13_nsaids_ibuprofen
01A,19390,86340,0.22457725272179754,ktt13_nsaids_ibuprofen
01E,5853,33776,0.17328872572240644,ktt13_nsaids_ibuprofen
01K,14393,81327,0.17697689574188155,ktt13_nsaids_ibuprofen
02G,4030,16586,0.242976003858676,ktt13_nsaids_ibuprofen
02M,7223,40340,0.17905304908279623,ktt13_nsaids_ibuprofen
02N,4466,26193,0.17050356965601496,ktt13_nsaids_ibuprofen
02R,11657,66947,0.1741228135689426,ktt13_nsaids_ibuprofen
02T,9310,49186,0.18928150286666937,ktt13_nsaids_ibuprofen
02W,4628,32476,0.14250523463480724,ktt13_nsaids_ibuprofen
03A,11509,59588,0.19314291468080821,ktt13_nsaids_ibuprofen
03E,9278,35314,0.26272866285325935,ktt13_nsaids_ibuprofen
03J,10540,46517,0.22658382956768494,ktt13_nsaids_ibuprofen
03R,20183,78748,0.2562985726621628,ktt13_nsaids_ibuprofen
15F,31633,146344,0.2161550866451648,ktt13_nsaids_ibuprofen
02Y,26536,97387,0.27247989978128495,ktt13_nsaids_ibuprofen
03F,26154,94944,0.2754676440849343,ktt13_nsaids_ibuprofen
03H,13208,48430,0.2727235184802808,ktt13_nsaids_ibuprofen
03K,10351,40341,0.2565875907885278,ktt13_nsaids_ibuprofen
03M,8367,31333,0.2670347556888903,ktt13_nsaids_ibuprofen
03Q,11000,63741,0.17257338290895968,ktt13_nsaids_ibuprofen
00T,9203,64680,0.14228509585652444,ktt13_nsaids_ibuprofen
00V,6308,36169,0.17440349470541072,ktt13_nsaids_ibuprofen
00Y,15483,69788,0.22185762595288588,ktt13_nsaids_ibuprofen
01D,12350,56977,0.2167541288590133,ktt13_nsaids_ibuprofen
01G,5927,43354,0.13671172210176685,ktt13_nsaids_ibuprofen
01W,8428,60232,0.13992562093239475,ktt13_nsaids_ibuprofen
01Y,12197,63763,0.19128648275645752,ktt13_nsaids_ibuprofen
02A,14012,47739,0.29351264165566937,ktt13_nsaids_ibuprofen
02H,18923,92464,0.20465262156082367,ktt13_nsaids_ibuprofen
14L,21248,118115,0.1798924776700673,ktt13_nsaids_ibuprofen
01C,4201,31401,0.13378554823094807,ktt13_nsaids_ibuprofen
01F,6218,31474,0.19755989070343777,ktt13_nsaids_ibuprofen
01J,8029,40853,0.1965339142780212,ktt13_nsaids_ibuprofen
01R,7133,33202,0.2148364556352027,ktt13_nsaids_ibuprofen
01T,6706,34583,0.19391030274990603,ktt13_nsaids_ibuprofen
01V,3906,25212,0.15492622560685387,ktt13_nsaids_ibuprofen
01X,12126,51264,0.23654026217228463,ktt13_nsaids_ibuprofen
02D,3608,19879,0.1814980632828613,ktt13_nsaids_ibuprofen
02E,11199,48329,0.231724223551077,ktt13_nsaids_ibuprofen
02F,11130,52593,0.21162512121384974,ktt13_nsaids_ibuprofen
12F,27104,84790,0.31966033730392734,ktt13_nsaids_ibuprofen
99A,19846,104886,0.18921495719161757,ktt13_nsaids_ibuprofen
02P,12863,67813,0.18968339403949094,ktt13_nsaids_ibuprofen
02Q,4395,24519,0.17924874587054937,ktt13_nsaids_ibuprofen
02X,14647,83611,0.17518029924292258,ktt13_nsaids_ibuprofen
03L,10222,55722,0.1834463946017731,ktt13_nsaids_ibuprofen
03N,16382,100468,0.1630568937373094,ktt13_nsaids_ibuprofen
04Y,7352,27374,0.26857602104186457,ktt13_nsaids_ibuprofen
05D,4313,26486,0.16284074605451937,ktt13_nsaids_ibuprofen
05G,10383,43479,0.23880494031601462,ktt13_nsaids_ibuprofen
05Q,8086,39264,0.20593928280358598,ktt13_nsaids_ibuprofen
05V,7243,31004,0.23361501741710747,ktt13_nsaids_ibuprofen
05W,11458,52789,0.21705279508988615,ktt13_nsaids_ibuprofen
05N,12597,61604,0.20448347509901954,ktt13_nsaids_ibuprofen
05X,5695,31818,0.17898673706706897,ktt13_nsaids_ibuprofen
15M,22103,183643,0.12035852169698817,ktt13_nsaids_ibuprofen
03T,14525,63238,0.2296878459154306,ktt13_nsaids_ibuprofen
04D,13734,52933,0.2594600721667013,ktt13_nsaids_ibuprofen
04Q,7558,34157,0.22127235998477618,ktt13_nsaids_ibuprofen
99D,11457,41074,0.2789355796854458,ktt13_nsaids_ibuprofen
04E,4667,42362,0.11016949152542373,ktt13_nsaids_ibuprofen
04H,4250,29002,0.14654161781946073,ktt13_nsaids_ibuprofen
04K,5882,54438,0.10804952422939858,ktt13_nsaids_ibuprofen
04L,2996,25098,0.11937206151884612,ktt13_nsaids_ibuprofen
04M,2262,17911,0.1262911060242309,ktt13_nsaids_ibuprofen
04N,2747,17639,0.15573445206644368,ktt13_nsaids_ibuprofen
03W,18386,64002,0.2872722727414768,ktt13_nsaids_ibuprofen
04C,15685,64417,0.24349162488163062,ktt13_nsaids_ibuprofen
04V,20261,77017,0.2630717893452095,ktt13_nsaids_ibuprofen
05C,10513,54053,0.19449429263870646,ktt13_nsaids_ibuprofen
05L,13743,85553,0.1606372657884586,ktt13_nsaids_ibuprofen
05Y,10274,52150,0.19700862895493768,ktt13_nsaids_ibuprofen
06A,9738,48970,0.19885644272003267,ktt13_nsaids_ibuprofen
15E,39554,221788,0.1783414792504554,ktt13_nsaids_ibuprofen
05A,18808,91246,0.20612410407031542,ktt13_nsaids_ibuprofen
05H,16819,60807,0.27659644448829906,ktt13_nsaids_ibuprofen
05R,14345,52549,0.2729833108146682,ktt13_nsaids_ibuprofen
05F,6551,30988,0.2114044146121079,ktt13_nsaids_ibuprofen
05J,5331,28848,0.18479617304492513,ktt13_nsaids_ibuprofen
05T,13733,63030,0.21788037442487704,ktt13_nsaids_ibuprofen
06D,2145,17851,0.1201613354994118,ktt13_nsaids_ibuprofen
03V,4363,18173,0.2400814394981566,ktt13_nsaids_ibuprofen
04G,35286,137781,0.2561020750321162,ktt13_nsaids_ibuprofen
06H,50251,176547,0.284632420828448,ktt13_nsaids_ibuprofen
06M,9410,44576,0.21110014357501794,ktt13_nsaids_ibuprofen
06V,17074,48272,0.3537040106065628,ktt13_nsaids_ibuprofen
06W,15576,43684,0.3565607545096603,ktt13_nsaids_ibuprofen
06Y,17609,55936,0.3148062070938215,ktt13_nsaids_ibuprofen
07J,14146,45995,0.30755516904011304,ktt13_nsaids_ibuprofen
06L,22031,72654,0.30323175599416413,ktt13_nsaids_ibuprofen
06T,22973,86515,0.2655377680171069,ktt13_nsaids_ibuprofen
07K,17303,46920,0.3687766410912191,ktt13_nsaids_ibuprofen
04F,7825,50726,0.1542601427275953,ktt13_nsaids_ibuprofen
06F,23957,89013,0.26914046262905417,ktt13_nsaids_ibuprofen
06P,9304,36020,0.25830094392004443,ktt13_nsaids_ibuprofen
06K,30683,114157,0.26877896230629744,ktt13_nsaids_ibuprofen
06N,17930,89816,0.19963035539324842,ktt13_nsaids_ibuprofen
07H,10059,48196,0.20871026641215037,ktt13_nsaids_ibuprofen
06Q,22729,74629,0.3045598895871578,ktt13_nsaids_ibuprofen
07G,4571,26058,0.17541637884718705,ktt13_nsaids_ibuprofen
99E,9342,41743,0.22379800206022565,ktt13_nsaids_ibuprofen
99F,4211,21808,0.1930942773294204,ktt13_nsaids_ibuprofen
99G,5193,21473,0.2418385879942253,ktt13_nsaids_ibuprofen
07P,6896,39108,0.17633220824383758,ktt13_nsaids_ibuprofen
07W,7920,52396,0.15115657683792655,ktt13_nsaids_ibuprofen
07Y,6523,33923,0.1922884178875689,ktt13_nsaids_ibuprofen
08C,3918,20745,0.1888647866955893,ktt13_nsaids_ibuprofen
08E,5155,25438,0.20264957936944727,ktt13_nsaids_ibuprofen
08G,7325,39814,0.18398050936856383,ktt13_nsaids_ibuprofen
08Y,3335,20861,0.15986769570011025,ktt13_nsaids_ibuprofen
09A,3730,25047,0.14892003034295526,ktt13_nsaids_ibuprofen
07M,10099,48475,0.20833419288292934,ktt13_nsaids_ibuprofen
07R,3447,25922,0.1329758506288095,ktt13_nsaids_ibuprofen
07X,8542,45655,0.18709889387799802,ktt13_nsaids_ibuprofen
08D,5637,38239,0.1474149428593844,ktt13_nsaids_ibuprofen
08H,5210,33248,0.15670115495668913,ktt13_nsaids_ibuprofen
07L,7527,36530,0.20604982206405695,ktt13_nsaids_ibuprofen
07T,5709,37176,0.15356681730148483,ktt13_nsaids_ibuprofen
08F,8745,44282,0.1974843051352694,ktt13_nsaids_ibuprofen
08M,10360,53182,0.1948027528111015,ktt13_nsaids_ibuprofen
08N,8845,39362,0.2247091103094355,ktt13_nsaids_ibuprofen
08V,5880,34991,0.16804321111142864,ktt13_nsaids_ibuprofen
08W,6295,34218,0.1839675024840727,ktt13_nsaids_ibuprofen
07N,7146,32860,0.21746804625684724,ktt13_nsaids_ibuprofen
07Q,8726,40891,0.213396590936881,ktt13_nsaids_ibuprofen
08A,8133,42773,0.19014331470787646,ktt13_nsaids_ibuprofen
08K,7077,42063,0.16824762855716424,ktt13_nsaids_ibuprofen
08L,8981,43319,0.20732242203190285,ktt13_nsaids_ibuprofen
08Q,6340,39040,0.16239754098360656,ktt13_nsaids_ibuprofen
07V,9450,47142,0.2004581901489118,ktt13_nsaids_ibuprofen
08J,3774,24185,0.15604713665495143,ktt13_nsaids_ibuprofen
08P,4361,20821,0.2094519955813842,ktt13_nsaids_ibuprofen
08R,6065,23737,0.25550827821544425,ktt13_nsaids_ibuprofen
08T,4517,24996,0.18070891342614817,ktt13_nsaids_ibuprofen
08X,8706,41635,0.20910291821784557,ktt13_nsaids_ibuprofen
09C,6148,25802,0.23827610262770327,ktt13_nsaids_ibuprofen
09E,8355,33917,0.24633664534009495,ktt13_nsaids_ibuprofen
09J,11656,50457,0.23100858156450046,ktt13_nsaids_ibuprofen
09W,13014,60022,0.21682049915031154,ktt13_nsaids_ibuprofen
10A,8310,40563,0.20486650395680792,ktt13_nsaids_ibuprofen
10D,4480,21918,0.20439821151564924,ktt13_nsaids_ibuprofen
10E,7869,29835,0.2637506284565108,ktt13_nsaids_ibuprofen
99J,32343,101613,0.31829588733725017,ktt13_nsaids_ibuprofen
09D,10287,43911,0.2342693174830908,ktt13_nsaids_ibuprofen
09F,8947,40123,0.2229893078782743,ktt13_nsaids_ibuprofen
09G,25565,99616,0.2566354802441375,ktt13_nsaids_ibuprofen
09H,4182,18901,0.22125813449023862,ktt13_nsaids_ibuprofen
09L,4163,22568,0.18446472881956752,ktt13_nsaids_ibuprofen
09P,15915,54248,0.2933748709629848,ktt13_nsaids_ibuprofen
09X,7087,26647,0.265958644500319,ktt13_nsaids_ibuprofen
99K,8211,30458,0.2695843456563136,ktt13_nsaids_ibuprofen
10C,3167,16889,0.18751850316774232,ktt13_nsaids_ibuprofen
15D,12917,65844,0.19617580948909544,ktt13_nsaids_ibuprofen
99M,6563,35518,0.18477954839799537,ktt13_nsaids_ibuprofen
09N,7259,31553,0.23005736380058947,ktt13_nsaids_ibuprofen
09Y,8024,47970,0.1672712111736502,ktt13_nsaids_ibuprofen
99H,7047,40895,0.1723193544443086,ktt13_nsaids_ibuprofen
11N,37861,152446,0.24835679519305195,ktt13_nsaids_ibuprofen
15N,63623,292302,0.21766187025747344,ktt13_nsaids_ibuprofen
11X,28724,124527,0.23066483573843424,ktt13_nsaids_ibuprofen
15C,37300,166365,0.2242058125206624,ktt13_nsaids_ibuprofen
11E,6896,38498,0.179126188373422,ktt13_nsaids_ibuprofen
12D,9116,45210,0.20163680601636805,ktt13_nsaids_ibuprofen
99N,25836,112231,0.2302037761402821,ktt13_nsaids_ibuprofen
11J,55661,197593,0.28169520175309853,ktt13_nsaids_ibuprofen
10J,13693,46368,0.2953114216701173,ktt13_nsaids_ibuprofen
10K,10511,39117,0.26870670041158573,ktt13_nsaids_ibuprofen
10L,9348,38828,0.24075409498300196,ktt13_nsaids_ibuprofen
10R,8161,39241,0.20797125455518461,ktt13_nsaids_ibuprofen
10V,10527,44541,0.23634404256752206,ktt13_nsaids_ibuprofen
10X,10372,42643,0.24322866590061676,ktt13_nsaids_ibuprofen
11A,26413,100126,0.2637976150050936,ktt13_nsaids_ibuprofen
11M,28287,114879,0.2462329929752174,ktt13_nsaids_ibuprofen
10Q,24601,105330,0.2335611886452103,ktt13_nsaids_ibuprofen
14Y,21923,92771,0.23631307197292256,ktt13_nsaids_ibuprofen
15A,17677,80230,0.2203290539698367,ktt13_nsaids_ibuprofen
00C,4586,20808,0.22039600153787006,ktt13_nsaids_ibuprofen
00D,13637,75073,0.18164986080215256,ktt13_nsaids_ibuprofen
00J,10957,58593,0.18700186029047838,ktt13_nsaids_ibuprofen
00K,11269,53994,0.20870837500463013,ktt13_nsaids_ibuprofen
00L,17018,94535,0.18001798275770878,ktt13_nsaids_ibuprofen
00M,17129,80612,0.2124869746439736,ktt13_nsaids_ibuprofen
00N,5737,33469,0.17141235172846514,ktt13_nsaids_ibuprofen
00P,12059,71792,0.1679713617116113,ktt13_nsaids_ibuprofen
01H,10288,65349,0.1574316362912975,ktt13_nsaids_ibuprofen
03D,9749,41835,0.23303454045655553,ktt13_nsaids_ibuprofen
13T,21220,106782,0.19872263115506358,ktt13_nsaids_ibuprofen
99C,11424,56449,0.20237736718099522,ktt13_nsaids_ibuprofen
